Páratartalom [%]	D1	D2	D3	D4	D5	D6	D7	D8	L1	L2	L3	L4	L5	L6	L7	L8	Méretszám	Idő különbség [perc]	Megerősített?
59	0	0	0	0	2831	1981	0	0	2831	1981	0	0	0	0	0	0	4812	3,3	1
59	248	1153	1812	2778	1514	324	97	22	2778	1812	1514	1153	324	248	97	22	7948	1,4	0
59	0	0	47	4106	1980	2	0	0	4106	1980	47	2	0	0	0	0	6135	5,8	1
58	0	0	0	0	0	1094	2052	0	2052	1094	0	0	0	0	0	0	3146	3,3	1
58	0	200	2150	894	90	2	0	0	2150	894	200	90	2	0	0	0	3336	2,2	1
59	0	0	0	0	729	3358	0	0	3358	729	0	0	0	0	0	0	4087	6,5	1
58	0	0	44	2401	2345	86	5	0	2401	2345	86	44	5	0	0	0	4881	7,4	1
59	0	0	578	2673	132	0	0	0	2673	578	132	0	0	0	0	0	3383	11,7	1
58	0	0	0	2087	47	0	0	0	2087	47	0	0	0	0	0	0	2134	2	1
58	258	1709	185	0	0	0	1	2	1709	258	185	2	1	0	0	0	2155	115,7	1
59	0	0	0	0	77	2380	65	0	2380	77	65	0	0	0	0	0	2522	5,6	1
59	1	1070	2574	0	0	2	4	4	2574	1070	4	4	2	1	0	0	3655	2,7	1
59	14	99	215	438	1541	1492	498	128	1541	1492	498	438	215	128	99	14	4425	4,2	0
59	0	0	1730	2492	0	0	0	0	2492	1730	0	0	0	0	0	0	4222	14,7	1
59	0	0	0	187	1482	936	54	2	1482	936	187	54	2	0	0	0	2661	2,9	1
59	582	1373	1990	2774	2696	2202	1500	558	2774	2696	2202	1990	1500	1373	582	558	13675	7,5	0
58	5	7	0	2196	1344	0	2	7	2196	1344	7	7	5	2	0	0	3561	60,3	1
58	72	119	36	742	2277	386	0	0	2277	742	386	119	72	36	0	0	3632	19,9	0
58	95	321	741	1255	1462	1281	674	125	1462	1281	1255	741	674	321	125	95	5954	18,4	0
58	0	0	3862	65	0	1	2	8	3862	65	8	2	1	0	0	0	3938	23,2	1
58	0	0	2313	967	0	0	0	0	2313	967	0	0	0	0	0	0	3280	2,6	1
58	0	0	0	0	0	2670	1135	0	2670	1135	0	0	0	0	0	0	3805	11,7	1
58	49	58	60	286	1708	1639	74	64	1708	1639	286	74	64	60	58	49	3938	1,7	0
58	0	0	72	2464	1949	0	0	0	2464	1949	72	0	0	0	0	0	4485	7	1
58	315	662	687	992	1447	2001	1882	2898	2898	2001	1882	1447	992	687	662	315	10884	24,3	0
58	0	0	0	0	533	2046	904	0	2046	904	533	0	0	0	0	0	3483	4	1
58	0	0	3357	1128	0	0	0	0	3357	1128	0	0	0	0	0	0	4485	4,2	1
58	0	0	0	2153	0	0	0	1	2153	1	0	0	0	0	0	0	2154	7,1	1
58	0	0	581	2316	97	0	0	0	2316	581	97	0	0	0	0	0	2994	38,1	1
56	5	11	7	0	0	2183	0	0	2183	11	7	5	0	0	0	0	2206	28,2	1
55	23	184	897	1863	1461	1751	426	48	1863	1751	1461	897	426	184	48	23	6653	32,4	0
58	0	1203	1861	334	0	0	0	0	1861	1203	334	0	0	0	0	0	3398	2,1	1
58	0	0	106	1624	2935	561	8	0	2935	1624	561	106	8	0	0	0	5234	7,9	1
58	0	1828	888	0	0	0	6	0	1828	888	6	0	0	0	0	0	2722	48,9	1
55	21	138	613	1675	1358	1962	854	117	1962	1675	1358	854	613	138	117	21	6738	5,2	0
55	42	154	409	943	2088	1437	2668	1130	2668	2088	1437	1130	943	409	154	42	8871	21,5	0
56	0	0	0	415	3021	198	0	0	3021	415	198	0	0	0	0	0	3634	8,2	1
59	0	0	2036	640	0	0	0	0	2036	640	0	0	0	0	0	0	2676	6,6	1
56	0	0	0	3088	321	0	0	0	3088	321	0	0	0	0	0	0	3409	10,7	1
59	0	0	1803	302	0	0	0	0	1803	302	0	0	0	0	0	0	2105	11,1	1
56	193	949	1458	1861	772	79	34	17	1861	1458	949	772	193	79	34	17	5363	6,3	0
59	508	699	1017	1300	1526	1455	2025	2626	2626	2025	1526	1455	1300	1017	699	508	11156	6,1	0
56	52	355	655	3528	538	78	32	23	3528	655	538	355	78	52	32	23	5261	3,8	0
56	104	256	235	350	1162	2457	829	665	2457	1162	829	665	350	256	235	104	6058	11,3	0
59	0	0	1540	1871	0	0	0	0	1871	1540	0	0	0	0	0	0	3411	1,1	1
59	17	184	2020	2557	2895	444	35	10	2895	2557	2020	444	184	35	17	10	8162	8,3	1
59	0	0	0	708	3222	10	0	0	3222	708	10	0	0	0	0	0	3940	32	1
56	20	22	25	39	173	916	502	1588	1588	916	502	173	39	25	22	20	3285	9,8	0
56	99	313	569	1303	702	326	131	25	1303	702	569	326	313	131	99	25	3468	1,9	0
56	0	0	0	222	3719	0	0	0	3719	222	0	0	0	0	0	0	3941	5,5	1
56	67	165	219	348	437	1483	544	402	1483	544	437	402	348	219	165	67	3665	11,6	0
57	26	162	587	1365	1859	863	405	50	1859	1365	863	587	405	162	50	26	5317	4,1	0
58	0	0	0	215	1600	0	0	0	1600	215	0	0	0	0	0	0	1815	15,3	1
57	0	0	0	0	3148	0	0	1	3148	1	0	0	0	0	0	0	3149	36,6	1
59	0	0	0	1635	0	0	0	0	1635	0	0	0	0	0	0	0	1635	4,8	1
59	0	0	0	1637	300	0	0	0	1637	300	0	0	0	0	0	0	1937	6,9	1
59	0	0	0	2569	137	0	0	0	2569	137	0	0	0	0	0	0	2706	9,3	1
60	0	0	41	2258	527	0	0	4	2258	527	41	4	0	0	0	0	2830	1,1	1
60	0	1076	1583	0	0	0	1	24	1583	1076	24	1	0	0	0	0	2684	17,5	1
58	10	1	0	0	1866	0	0	5	1866	10	5	1	0	0	0	0	1882	13,1	1
58	0	0	0	0	1560	1052	0	0	1560	1052	0	0	0	0	0	0	2612	34,3	1
60	996	1032	1754	1724	1579	1211	1055	669	1754	1724	1579	1211	1055	1032	996	669	10020	2,1	0
60	0	0	0	2691	37	0	0	0	2691	37	0	0	0	0	0	0	2728	3,8	1
60	0	0	1140	870	5	0	0	0	1140	870	5	0	0	0	0	0	2015	12,6	1
60	982	1054	1922	1876	1674	1255	1113	652	1922	1876	1674	1255	1113	1054	982	652	10528	5	0
60	667	780	1512	1395	1209	774	665	407	1512	1395	1209	780	774	667	665	407	7409	1,3	0
61	1675	1738	2964	2572	2222	1614	1445	920	2964	2572	2222	1738	1675	1614	1445	920	15150	3,7	0
61	9	31	106	101	62	148	9	1820	1820	148	106	101	62	31	9	9	2286	1,2	0
61	0	0	2	241	2654	743	53	7	2654	743	241	53	7	2	0	0	3700	16,4	1
59	0	0	0	0	21	2318	0	0	2318	21	0	0	0	0	0	0	2339	10,5	1
60	0	0	0	48	2720	800	0	0	2720	800	48	0	0	0	0	0	3568	5,2	1
61	0	0	0	0	3153	1725	0	0	3153	1725	0	0	0	0	0	0	4878	13,7	1
60	12	43	109	277	810	2499	805	244	2499	810	805	277	244	109	43	12	4799	45,1	0
61	9	28	74	20	0	233	2182	971	2182	971	233	74	28	20	9	0	3517	14,5	1
61	0	0	35	1672	2493	0	0	0	2493	1672	35	0	0	0	0	0	4200	791,6	1
60	1	0	1	19	1262	483	26	4	1262	483	26	19	4	1	1	0	1796	2	1
60	0	1	2894	1281	3	1	5	3	2894	1281	5	3	3	1	1	0	4188	507,3	1
61	4	5	6	9	6	2	175	3169	3169	175	9	6	6	5	4	2	3376	28,9	1
61	3	1	0	3087	2915	31	5	4	3087	2915	31	5	4	3	1	0	6046	246,9	1
60	1	1	15	3021	0	0	1	3	3021	15	3	1	1	1	0	0	3042	57,5	1
60	0	104	2413	0	0	2	1	1	2413	104	2	1	1	0	0	0	2521	15,5	1
60	0	0	0	360	2884	0	0	0	2884	360	0	0	0	0	0	0	3244	13,1	1
60	0	0	0	8	2733	1951	108	0	2733	1951	108	8	0	0	0	0	4800	6,2	1
60	0	0	1086	2923	0	0	0	0	2923	1086	0	0	0	0	0	0	4009	3,2	1
60	4	0	5	0	0	3382	1355	0	3382	1355	5	4	0	0	0	0	4746	8,4	1
60	0	0	79	4003	527	0	0	0	4003	527	79	0	0	0	0	0	4609	8,9	1
59	0	0	3	7	764	3379	345	0	3379	764	345	7	3	0	0	0	4498	17,5	1
60	0	0	2290	677	0	0	1	0	2290	677	1	0	0	0	0	0	2968	10,2	1
59	2	3	0	0	0	879	2639	0	2639	879	3	2	0	0	0	0	3523	11,4	1
60	0	0	0	0	2861	1573	0	0	2861	1573	0	0	0	0	0	0	4434	8,3	1
59	0	620	4549	178	0	0	0	0	4549	620	178	0	0	0	0	0	5347	1,8	1
59	0	177	2652	988	0	0	0	0	2652	988	177	0	0	0	0	0	3817	2,6	1
59	0	0	0	0	13	2749	1289	0	2749	1289	13	0	0	0	0	0	4051	8,4	1
59	0	0	7	1042	2058	0	0	1	2058	1042	7	1	0	0	0	0	3108	3,5	1
59	0	0	296	2986	47	0	0	0	2986	296	47	0	0	0	0	0	3329	41,6	1
59	0	0	0	0	92	2839	66	0	2839	92	66	0	0	0	0	0	2997	1,8	1
59	2	0	0	29	2317	2572	0	2	2572	2317	29	2	2	0	0	0	4922	1	1
59	0	0	0	0	2782	589	0	3	2782	589	3	0	0	0	0	0	3374	3	1
59	0	0	0	0	4323	4151	0	0	4323	4151	0	0	0	0	0	0	8474	5,2	1
59	0	0	4176	3430	0	1	2	6	4176	3430	6	2	1	0	0	0	7615	9	1
59	0	0	0	0	0	382	2770	124	2770	382	124	0	0	0	0	0	3276	3,6	1
59	1	0	0	0	0	3596	241	0	3596	241	1	0	0	0	0	0	3838	2,5	1
59	0	0	0	141	2783	2192	1	0	2783	2192	141	1	0	0	0	0	5117	2,3	1
59	0	0	23	2778	0	0	0	0	2778	23	0	0	0	0	0	0	2801	2,1	1
59	0	0	3820	1399	0	0	0	3	3820	1399	3	0	0	0	0	0	5222	9,3	1
58	0	7	0	1034	1825	6	0	0	1825	1034	7	6	0	0	0	0	2872	36,7	1
59	0	0	0	1836	1362	0	0	0	1836	1362	0	0	0	0	0	0	3198	4	1
59	2	0	0	0	2368	0	0	0	2368	2	0	0	0	0	0	0	2370	3,5	1
59	0	0	0	3192	0	0	0	1	3192	1	0	0	0	0	0	0	3193	5,2	1
59	0	0	33	3218	2430	4	0	0	3218	2430	33	4	0	0	0	0	5685	7,4	1
60	0	0	0	0	2442	817	0	0	2442	817	0	0	0	0	0	0	3259	11,5	1
60	0	0	0	585	1784	0	0	0	1784	585	0	0	0	0	0	0	2369	9	1
58	0	0	896	2770	0	0	0	0	2770	896	0	0	0	0	0	0	3666	16,4	1
60	0	0	0	0	1736	4235	0	0	4235	1736	0	0	0	0	0	0	5971	5,7	1
60	0	0	0	1985	1402	0	0	0	1985	1402	0	0	0	0	0	0	3387	3,1	1
60	16	58	104	168	1068	3146	301	156	3146	1068	301	168	156	104	58	16	5017	1,9	0
60	4	2072	763	0	0	0	0	1	2072	763	4	1	0	0	0	0	2840	38,4	1
58	0	2915	1134	8	0	0	0	0	2915	1134	8	0	0	0	0	0	4057	14,8	1
58	0	0	18	182	1997	905	2	0	1997	905	182	18	2	0	0	0	3104	5	1
58	0	0	0	154	2474	0	0	0	2474	154	0	0	0	0	0	0	2628	3,3	1
58	0	0	18	2026	1721	0	0	0	2026	1721	18	0	0	0	0	0	3765	21,6	1
59	781	1363	1548	2079	1454	1093	755	300	2079	1548	1454	1363	1093	781	755	300	9373	64,1	0
58	0	0	0	0	2036	1374	0	0	2036	1374	0	0	0	0	0	0	3410	185,9	1
58	837	1492	1481	1062	751	194	95	36	1492	1481	1062	837	751	194	95	36	5948	85,5	0
56	1708	2783	2036	1227	296	47	33	22	2783	2036	1708	1227	296	47	33	22	8152	55,5	0
60	0	0	0	0	106	1188	1601	0	1601	1188	106	0	0	0	0	0	2895	20,2	1
56	0	653	1999	0	0	0	0	0	1999	653	0	0	0	0	0	0	2652	49	1
60	0	0	430	2322	0	0	0	0	2322	430	0	0	0	0	0	0	2752	13,6	1
60	0	0	20	271	2142	2600	116	0	2600	2142	271	116	20	0	0	0	5149	49,1	1
56	0	0	0	0	696	2842	0	0	2842	696	0	0	0	0	0	0	3538	26,4	1
60	0	680	2969	0	0	0	0	8	2969	680	8	0	0	0	0	0	3657	68,3	1
56	0	0	1478	4042	0	0	0	0	4042	1478	0	0	0	0	0	0	5520	11,7	1
55	0	72	3760	0	0	0	0	0	3760	72	0	0	0	0	0	0	3832	1,1	1
55	6	4	13	14	79	344	1336	959	1336	959	344	79	14	13	6	4	2755	26,5	1
56	0	0	0	0	1000	2536	0	0	2536	1000	0	0	0	0	0	0	3536	8,2	1
56	4	24	84	232	692	1135	1423	1334	1423	1334	1135	692	232	84	24	4	4928	45,9	0
61	1445	1640	2941	2975	2768	2488	2587	1727	2975	2941	2768	2587	2488	1727	1640	1445	18571	8,9	0
61	0	1336	161	0	0	0	1	1	1336	161	1	1	0	0	0	0	1499	2,9	1
61	316	333	620	542	291	197	47	0	620	542	333	316	291	197	47	0	2346	9	0
62	704	769	1299	1273	1165	1005	940	634	1299	1273	1165	1005	940	769	704	634	7789	6,1	0
62	1070	1100	1943	1880	1668	1374	1208	758	1943	1880	1668	1374	1208	1100	1070	758	11001	1,7	0
62	1210	1243	2090	1905	1614	1295	1164	737	2090	1905	1614	1295	1243	1210	1164	737	11258	16,4	0
57	111	151	2243	4609	96	60	46	22	4609	2243	151	111	96	60	46	22	7338	4,5	0
57	6	0	0	0	4017	0	0	1	4017	6	1	0	0	0	0	0	4024	8,4	1
56	1	0	0	0	2508	0	0	1	2508	1	1	0	0	0	0	0	2510	5,7	1
63	1593	1295	910	796	311	79	53	40	1593	1295	910	796	311	79	53	40	5077	4	0
56	0	1932	0	0	3	4	8	7	1932	8	7	4	3	0	0	0	1954	10,5	1
63	135	234	860	525	1259	64	58	35	1259	860	525	234	135	64	58	35	3170	2,6	0
63	612	716	1353	1391	1347	1061	1002	624	1391	1353	1347	1061	1002	716	624	612	8106	7,1	0
56	0	0	0	0	154	3028	0	0	3028	154	0	0	0	0	0	0	3182	4,5	1
63	31	141	672	746	964	492	18	7	964	746	672	492	141	31	18	7	3071	63,1	0
56	0	0	0	0	2161	3962	0	0	3962	2161	0	0	0	0	0	0	6123	6	1
56	0	0	0	0	2899	3394	33	0	3394	2899	33	0	0	0	0	0	6326	9,8	1
57	8	117	330	2389	592	115	28	10	2389	592	330	117	115	28	10	8	3589	8,6	0
58	0	5	8	5	2	0	0	2530	2530	8	5	5	2	0	0	0	2550	38,6	1
63	792	1405	2611	546	396	286	260	154	2611	1405	792	546	396	286	260	154	6450	757,4	0
58	4	2381	1969	11	19	7	7	6	2381	1969	19	11	7	7	6	4	4404	1,1	1
58	3	2215	2224	15	8	5	4	4	2224	2215	15	8	5	4	4	3	4478	747,2	1
58	0	0	0	2468	235	0	1	2	2468	235	2	1	0	0	0	0	2706	15,6	1
62	2	1	2	1604	1080	0	2	2	1604	1080	2	2	2	2	1	0	2693	42,7	1
58	2	0	0	0	1883	3979	0	0	3979	1883	2	0	0	0	0	0	5864	1,2	1
58	0	0	0	2602	2051	2	2	4	2602	2051	4	2	2	0	0	0	4661	2,5	1
58	1	0	0	2450	886	0	2	4	2450	886	4	2	1	0	0	0	3343	2,8	1
58	2	3	34	2	1364	2528	1191	0	2528	1364	1191	34	3	2	2	0	5124	16,9	1
58	5	0	0	95	4685	0	1	4	4685	95	5	4	1	0	0	0	4790	1,2	1
58	3	0	0	114	2530	0	1	4	2530	114	4	3	1	0	0	0	2652	2,2	1
58	0	0	23	4234	1717	0	0	4	4234	1717	23	4	0	0	0	0	5978	4,6	1
58	0	0	0	2545	2672	265	0	0	2672	2545	265	0	0	0	0	0	5482	12,3	1
61	0	0	174	3255	725	0	0	3	3255	725	174	3	0	0	0	0	4157	25,6	1
58	5	7	8	12	8	0	213	3870	3870	213	12	8	8	7	5	0	4123	7,8	1
58	3	0	0	0	8	930	3565	0	3565	930	8	3	0	0	0	0	4506	8	1
61	2421	2397	185	8	7	11	10	4	2421	2397	185	11	10	8	7	4	5043	35,1	1
58	0	0	0	13	2397	2596	178	0	2596	2397	178	13	0	0	0	0	5184	3	1
58	0	0	1715	12	0	0	0	0	1715	12	0	0	0	0	0	0	1727	7,3	1
58	0	0	0	2745	176	0	3	2	2745	176	3	2	0	0	0	0	2926	7,5	1
58	1	4	3	1	1	0	2490	0	2490	4	3	1	1	1	0	0	2500	1,5	1
58	0	0	217	3581	74	0	0	0	3581	217	74	0	0	0	0	0	3872	6,4	1
58	0	2	6	2	3	0	296	2228	2228	296	6	3	2	2	0	0	2537	5,4	1
58	0	0	4094	1185	0	0	0	0	4094	1185	0	0	0	0	0	0	5279	13,8	1
60	0	0	296	1967	326	0	0	0	1967	326	296	0	0	0	0	0	2589	19,5	1
59	1	0	0	0	2856	0	0	0	2856	1	0	0	0	0	0	0	2857	1,4	1
59	0	0	0	0	0	0	2520	0	2520	0	0	0	0	0	0	0	2520	3,1	1
59	1	0	0	2292	0	0	0	2	2292	2	1	0	0	0	0	0	2295	2,6	1
58	6	28	36	50	337	1172	1147	29	1172	1147	337	50	36	29	28	6	2805	4	0
60	206	1930	0	0	0	0	0	0	1930	206	0	0	0	0	0	0	2136	32,1	1
58	7	0	0	0	1787	3768	0	0	3768	1787	7	0	0	0	0	0	5562	4,5	1
58	0	1491	0	0	0	0	5	6	1491	6	5	0	0	0	0	0	1502	3,7	1
58	67	240	497	1384	1123	319	136	22	1384	1123	497	319	240	136	67	22	3788	8,7	0
58	0	190	2517	1379	0	0	0	0	2517	1379	190	0	0	0	0	0	4086	22	1
60	0	7	2615	804	0	0	0	1	2615	804	7	1	0	0	0	0	3427	5,4	1
60	0	0	174	1696	1493	31	0	0	1696	1493	174	31	0	0	0	0	3394	33,8	1
58	7	26	101	283	469	2350	288	49	2350	469	288	283	101	49	26	7	3573	3,8	0
58	27	87	119	189	357	575	1060	1283	1283	1060	575	357	189	119	87	27	3697	2,6	0
58	51	281	558	1014	1317	1329	706	124	1329	1317	1014	706	558	281	124	51	5380	7	0
58	6	64	410	1178	2137	721	180	12	2137	1178	721	410	180	64	12	6	4708	3,8	0
58	17	133	541	1410	2469	718	204	28	2469	1410	718	541	204	133	28	17	5520	1,4	0
58	525	821	840	1380	1799	879	737	495	1799	1380	879	840	821	737	525	495	7476	17,6	0
60	783	867	23	1	0	0	3	0	867	783	23	3	1	0	0	0	1677	58,6	1
58	185	540	769	2752	625	280	137	35	2752	769	625	540	280	185	137	35	5323	2,8	0
58	3	0	0	0	199	2564	0	0	2564	199	3	0	0	0	0	0	2766	4,7	1
58	0	0	2352	385	0	2	2	1	2352	385	2	2	1	0	0	0	2742	57	1
60	0	0	0	0	1977	0	0	0	1977	0	0	0	0	0	0	0	1977	42,4	1
57	1123	1416	1175	2938	1042	743	645	363	2938	1416	1175	1123	1042	743	645	363	9445	5	0
57	795	1166	1330	1619	1099	645	461	202	1619	1330	1166	1099	795	645	461	202	7317	8,1	0
57	634	2894	2857	3513	2594	324	116	62	3513	2894	2857	2594	634	324	116	62	12994	69,3	0
61	0	0	0	1909	37	0	0	0	1909	37	0	0	0	0	0	0	1946	1,8	1
61	1	4	896	2644	872	0	0	0	2644	896	872	4	1	0	0	0	4417	3	1
61	0	0	2364	394	0	0	0	2	2364	394	2	0	0	0	0	0	2760	24,4	1
61	0	0	1684	2606	0	0	0	0	2606	1684	0	0	0	0	0	0	4290	101	1
55	0	0	0	675	1254	0	0	4	1254	675	4	0	0	0	0	0	1933	13,3	1
55	12	3	5	28	1958	71	15	11	1958	71	28	15	12	11	5	3	2103	44,5	1
53	953	1162	1201	1279	1238	1105	920	807	1279	1238	1201	1162	1105	953	920	807	8665	86,5	0
62	0	1863	990	0	0	0	0	0	1863	990	0	0	0	0	0	0	2853	28,7	1
63	0	1	113	2271	3635	204	131	14	3635	2271	204	131	113	14	1	0	6369	98,9	1
54	0	0	0	0	0	170	2188	0	2188	170	0	0	0	0	0	0	2358	17,3	1
55	5	42	45	0	1	137	1910	3195	3195	1910	137	45	42	5	1	0	5335	3	1
55	34	187	413	829	1619	1127	748	184	1619	1127	829	748	413	187	184	34	5141	3,4	0
55	0	0	55	4400	2125	0	0	0	4400	2125	55	0	0	0	0	0	6580	3	1
55	507	1128	1426	3233	1348	691	372	97	3233	1426	1348	1128	691	507	372	97	8802	2,3	0
55	34	66	99	121	298	800	1536	2937	2937	1536	800	298	121	99	66	34	5891	8,7	0
56	588	1093	1261	2849	1447	837	595	256	2849	1447	1261	1093	837	595	588	256	8926	4,5	0
56	0	682	3746	24	0	0	0	0	3746	682	24	0	0	0	0	0	4452	35,4	1
62	877	972	1663	1459	1138	941	781	467	1663	1459	1138	972	941	877	781	467	8298	15,6	0
62	1372	1093	981	577	606	839	966	411	1372	1093	981	966	839	606	577	411	6845	6,1	0
56	0	0	0	0	3739	1137	0	0	3739	1137	0	0	0	0	0	0	4876	7,6	1
62	656	704	1219	1244	1175	838	719	445	1244	1219	1175	838	719	704	656	445	7000	8,8	0
56	86	210	289	2651	324	125	51	10	2651	324	289	210	125	86	51	10	3746	12,2	0
63	1503	1553	2722	2689	2373	1807	1581	989	2722	2689	2373	1807	1581	1553	1503	989	15217	4,8	0
63	1431	1610	2396	2414	2101	1364	1154	711	2414	2396	2101	1610	1431	1364	1154	711	13181	9	0
56	0	0	0	0	0	1926	0	0	1926	0	0	0	0	0	0	0	1926	3,7	1
56	9	51	151	411	794	2128	809	158	2128	809	794	411	158	151	51	9	4511	26,3	0
63	0	0	0	1217	0	0	0	0	1217	0	0	0	0	0	0	0	1217	27,9	1
56	1	10	68	2285	3029	90	0	0	3029	2285	90	68	10	1	0	0	5483	2,5	1
56	0	0	0	0	0	568	1862	0	1862	568	0	0	0	0	0	0	2430	3,7	1
63	1711	1447	2043	1707	1383	999	877	526	2043	1711	1707	1447	1383	999	877	526	10693	13,5	0
57	0	0	0	4595	2	0	3	4	4595	4	3	2	0	0	0	0	4604	4,9	1
57	0	2	0	66	2506	871	0	0	2506	871	66	2	0	0	0	0	3445	2,4	1
57	3	1	0	0	438	3250	0	0	3250	438	3	1	0	0	0	0	3692	305,2	1
63	791	2463	690	73	0	0	0	0	2463	791	690	73	0	0	0	0	4017	761,6	1
59	0	0	0	1	390	1675	1597	1244	1675	1597	1244	390	1	0	0	0	4907	249,2	1
58	1	14	21	24	1628	1575	1314	458	1628	1575	1314	458	24	21	14	1	5035	1,2	1
58	4	194	1120	1372	0	20	4	4	1372	1120	194	20	4	4	4	0	2718	1,4	1
58	32	48	718	854	760	851	891	702	891	854	851	760	718	702	48	32	4856	1,5	0
58	1	1	0	213	2840	3224	92	0	3224	2840	213	92	1	1	0	0	6371	7,3	1
58	726	1629	1145	721	768	610	2	1	1629	1145	768	726	721	610	2	1	5602	42,2	0
58	0	296	1521	1731	1628	65	4	1	1731	1628	1521	296	65	4	1	0	5246	170,9	0
65	3	1	3	3	2054	607	0	0	2054	607	3	3	3	1	0	0	2671	33	1
58	1971	3905	20	5	5	7	6	6	3905	1971	20	7	6	6	5	5	5925	1,5	1
58	8	3	211	4719	0	7	7	3	4719	211	8	7	7	3	3	0	4958	19,2	1
58	2	3	2	1	0	3335	1401	0	3335	1401	3	2	2	1	0	0	4744	2,1	1
64	0	0	0	0	259	609	2	0	609	259	2	0	0	0	0	0	870	15,3	1
57	3	1	0	405	2633	1140	4	2	2633	1140	405	4	3	2	1	0	4188	8,1	1
57	4	2	4	6	1	14	3586	0	3586	14	6	4	4	2	1	0	3617	8,9	1
64	0	1	60	1620	181	17	0	1	1620	181	60	17	1	1	0	0	1880	268,8	1
57	1	3	1	0	614	2426	103	0	2426	614	103	3	1	1	0	0	3148	7,4	1
57	0	1341	185	0	1	1	1	1	1341	185	1	1	1	1	0	0	1530	3,3	1
57	106	3575	61	1	7	3	5	2	3575	106	61	7	5	3	2	1	3760	4,9	1
57	1	0	0	0	89	2429	337	0	2429	337	89	1	0	0	0	0	2856	1,2	1
57	7	4	0	0	3527	0	3	5	3527	7	5	4	3	0	0	0	3546	2,3	1
57	1	0	0	1126	3112	192	0	0	3112	1126	192	1	0	0	0	0	4431	2	1
57	0	0	0	749	2493	1129	0	0	2493	1129	749	0	0	0	0	0	4371	2,8	1
57	0	51	1993	1880	0	0	0	0	1993	1880	51	0	0	0	0	0	3924	1,2	1
57	0	0	1837	1791	0	2	4	6	1837	1791	6	4	2	0	0	0	3640	1,6	1
57	0	0	117	2714	282	0	0	0	2714	282	117	0	0	0	0	0	3113	4,7	1
57	2	0	0	0	56	2347	0	0	2347	56	2	0	0	0	0	0	2405	6,9	1
57	0	0	0	2922	1018	0	0	2	2922	1018	2	0	0	0	0	0	3942	3,9	1
57	0	0	2477	0	2	2	1	4	2477	4	2	2	1	0	0	0	2486	8,5	1
57	3	1	0	0	1544	1362	0	0	1544	1362	3	1	0	0	0	0	2910	6,8	1
57	2253	673	3	2	3	6	6	6	2253	673	6	6	6	3	3	2	2952	3	1
57	2	9	6	12	1282	2971	1767	21	2971	1767	1282	21	12	9	6	2	6070	157,4	1
57	772	2085	2240	1717	685	109	54	30	2240	2085	1717	772	685	109	54	30	7692	63,4	0
64	0	0	0	0	1629	1509	0	0	1629	1509	0	0	0	0	0	0	3138	100,2	1
56	0	0	0	0	1544	0	0	0	1544	0	0	0	0	0	0	0	1544	103,2	1
65	0	0	867	1445	0	0	0	0	1445	867	0	0	0	0	0	0	2312	16,2	1
66	0	0	0	0	0	696	2442	0	2442	696	0	0	0	0	0	0	3138	17,1	1
55	275	1052	1761	1523	2224	1433	625	127	2224	1761	1523	1433	1052	625	275	127	9020	21	0
66	0	0	3793	1021	0	0	0	0	3793	1021	0	0	0	0	0	0	4814	2,6	1
66	558	2469	411	25	40	20	23	6	2469	558	411	40	25	23	20	6	3552	38,1	1
55	246	556	626	1654	654	500	348	139	1654	654	626	556	500	348	246	139	4723	3,9	0
