Ora,Paratartalom,Homerseklet,D1,D2,D3,D4,D5,D6,D7,D8,L1,L2,L3,L4,L5,L6,L7,L8,Meretszam,Idokulonbseg,Megerositett
9,71,1847,0,3018,1194,0,1,5,5,2,3018,1194,5,5,2,1,0,0,4225,290,0
12,64,2631,1041,1086,1366,1207,1173,936,691,570,1366,1207,1173,1086,1041,936,691,570,8070,450,0
7,71,1791,4,4,5,8,0,69,2545,0,2545,69,8,5,4,4,0,0,2635,440,0
2,54,1840,810,1702,268,123,3,2,4,4,1702,810,268,123,4,4,3,2,2916,1300,0
8,67,1899,0,2051,1638,2,5,6,6,4,2051,1638,6,6,5,4,2,0,3712,560,0
18,47,3082,3,4,3,1,0,440,3290,104,3290,440,104,4,3,3,1,0,3845,100,0
15,70,2655,0,914,4199,431,0,0,0,0,4199,914,431,0,0,0,0,0,5544,130,1
10,55,3693,0,72,3760,0,0,0,0,0,3760,72,0,0,0,0,0,0,3832,110,1
2,56,1602,0,2077,1865,0,0,2,2,2,2077,1865,2,2,2,0,0,0,3948,140,0
1,65,1756,0,1507,1819,0,2,3,2,4,1819,1507,4,3,2,2,0,0,3337,130,0
12,66,3438,52,513,1297,2822,1748,1099,263,45,2822,1748,1297,1099,513,263,52,45,7839,530,0
16,64,2987,0,64,1165,3020,1868,114,0,0,3020,1868,1165,114,64,0,0,0,6231,670,0
9,59,2103,0,0,2331,72,0,0,7,5,2331,72,7,5,0,0,0,0,2415,280,1
9,58,3660,0,0,0,887,3916,578,0,0,3916,887,578,0,0,0,0,0,5381,250,1
0,51,2264,6,5,2,217,2588,0,1,3,2588,217,6,5,3,2,1,0,2822,140,1
12,53,4024,1,0,1,47,402,123,9,0,402,123,47,9,1,1,0,0,583,120,0
9,72,2490,0,0,0,0,1375,2913,0,0,2913,1375,0,0,0,0,0,0,4288,480,1
4,67,1890,3,7,42,2322,1186,11,0,19,2322,1186,42,19,11,7,3,0,3590,330,0
6,55,1936,4,0,1,0,0,3,612,0,612,4,3,1,0,0,0,0,620,3250,0
19,69,2119,2,2,3,4,4,4,31,1734,1734,31,4,4,4,3,2,2,1784,1220,1
5,47,1999,5,9,2,415,2078,4,4,5,2078,415,9,5,5,4,4,2,2522,19360,0
10,77,1804,1655,19,0,0,1,2,0,0,1655,19,2,1,0,0,0,0,1677,120,0
16,46,3617,1,0,0,901,6,13,2,1,901,13,6,2,1,1,0,0,924,380,0
7,60,2146,3,5,3,2,0,0,1455,1213,1455,1213,5,3,3,2,0,0,2681,200,1
2,67,1747,2,1925,704,0,2,4,2,2,1925,704,4,2,2,2,2,0,2641,480,0
17,52,2614,5,9,3,1,0,0,2956,1215,2956,1215,9,5,3,1,0,0,4189,8430,0
16,53,2931,210,469,638,947,2274,1316,675,321,2274,1316,947,675,638,469,321,210,6850,120,0
12,50,4148,4,0,0,0,1954,1,2,5,1954,5,4,2,1,0,0,0,1966,100,1
6,55,1754,1,2720,227,2,9,7,7,4,2720,227,9,7,7,4,2,1,2977,420,0
10,56,3094,7,20,170,260,457,976,1053,403,1053,976,457,403,260,170,20,7,3346,6250,0
16,58,2644,0,0,0,1843,582,0,0,1,1843,582,1,0,0,0,0,0,2426,2030,1
19,53,2618,4,0,0,49,2589,246,4,4,2589,246,49,4,4,4,0,0,2896,1070,1
16,50,3164,2,9,15,5,21,1050,0,2,1050,21,15,9,5,2,2,0,1104,100,0
8,70,1428,10,10,6,0,0,1,106,3074,3074,106,10,10,6,1,0,0,3207,1080,0
23,59,1905,2,0,624,2926,4,3,4,4,2926,624,4,4,4,3,2,0,3567,720,1
22,56,2013,5,0,630,2622,45,4,5,4,2622,630,45,5,5,4,4,0,3315,7470,1
23,55,2031,2,1,1,0,1040,2314,0,0,2314,1040,2,1,1,0,0,0,3358,1110,0
10,68,1787,192,2268,490,0,3,3,3,2,2268,490,192,3,3,3,2,0,2961,110,0
0,62,1940,2,5,2,732,2187,2,4,3,2187,732,5,4,3,2,2,2,2937,1670,1
9,61,2812,3,0,0,0,3513,4234,0,0,4234,3513,3,0,0,0,0,0,7750,170,1
13,58,2417,0,0,0,720,1840,0,0,0,1840,720,0,0,0,0,0,0,2560,810,1
10,59,3226,3,2,0,0,0,2556,3,7,2556,7,3,3,2,0,0,0,2571,420,1
12,71,1960,0,2929,1131,1,1,6,4,5,2929,1131,6,5,4,1,1,0,4077,120,0
16,68,2639,0,0,0,0,2623,3367,0,0,3367,2623,0,0,0,0,0,0,5990,120,0
11,68,2869,0,0,0,326,1594,0,0,0,1594,326,0,0,0,0,0,0,1920,700,1
11,47,4239,149,234,643,1237,1286,1084,326,123,1286,1237,1084,643,326,234,149,123,5082,1360,0
7,60,2046,0,0,0,0,2353,2014,23,0,2353,2014,23,0,0,0,0,0,4390,1940,1
19,58,3027,3,4,2,0,0,2288,28,0,2288,28,4,3,2,0,0,0,2325,3090,1
9,71,2599,0,0,0,0,2142,0,0,0,2142,0,0,0,0,0,0,0,2142,3200,1
18,45,2753,2,7,8,4,2,82,804,1,804,82,8,7,4,2,2,1,910,140,0
7,62,1676,0,1714,1572,0,3,5,3,3,1714,1572,5,3,3,3,0,0,3300,170,0
11,68,2714,0,0,986,4716,93,0,0,0,4716,986,93,0,0,0,0,0,5795,2300,1
8,73,2020,0,656,1490,83,659,1572,654,11,1572,1490,659,656,654,83,11,0,5125,110,1
7,52,2291,0,0,0,3345,1494,0,0,0,3345,1494,0,0,0,0,0,0,4839,1120,1
23,59,2009,1,0,2,1,3,237,2022,1542,2022,1542,237,3,2,1,1,0,3808,1010,1
8,69,2468,14,23,1485,1606,167,42,10,0,1606,1485,167,42,23,14,10,0,3347,2210,1
16,65,3054,28,90,102,102,56,2583,977,176,2583,977,176,102,102,90,56,28,4114,10990,0
2,64,1905,85,2273,634,0,2,4,2,3,2273,634,85,4,3,2,2,0,3003,100,0
13,63,3221,0,0,0,744,2873,2172,342,1,2873,2172,744,342,1,0,0,0,6132,1860,0
15,79,2822,1017,1502,91,23,18,17,19,8,1502,1017,91,23,19,18,17,8,2695,1070,1
6,67,1713,0,1664,1531,2,2,2,3,3,1664,1531,3,3,2,2,2,0,3207,200,0
8,58,2611,0,0,37,1197,1505,0,0,0,1505,1197,37,0,0,0,0,0,2739,310,1
8,52,2782,4,8,11,1,0,0,1668,0,1668,11,8,4,1,0,0,0,1692,5150,0
10,55,3263,0,1509,151,0,0,0,0,2,1509,151,2,0,0,0,0,0,1662,280,1
18,57,2512,0,0,69,544,2817,2048,0,0,2817,2048,544,69,0,0,0,0,5478,1410,1
7,50,2483,2,0,0,382,3059,613,11,1,3059,613,382,11,2,1,0,0,4068,160,0
18,69,2366,0,0,71,2836,20,0,0,2,2836,71,20,2,0,0,0,0,2929,3840,1
0,76,1850,2052,41,3,3,1,1,4,3,2052,41,4,3,3,3,1,1,2108,150,0
18,54,3158,0,0,0,1557,0,0,0,1,1557,1,0,0,0,0,0,0,1558,1730,1
2,56,1633,76,3452,2398,5,4,6,5,4,3452,2398,76,6,5,5,4,4,5950,110,0
20,60,1886,0,469,2556,3,1,4,3,3,2556,469,4,3,3,3,1,0,3039,300,0
2,70,1787,3,2462,1677,17,3,2,1,1,2462,1677,17,3,3,2,1,1,4166,140,0
7,69,1366,0,453,1464,18,2,1,1,2,1464,453,18,2,2,1,1,0,1941,150,0
16,57,2254,7,3,0,0,4009,0,0,4,4009,7,4,3,0,0,0,0,4023,390,1
13,55,3122,4,0,0,0,0,2271,0,2,2271,4,2,0,0,0,0,0,2277,9240,1
15,47,2859,1,1,0,0,13,3651,238,0,3651,238,13,1,1,0,0,0,3904,1070,1
2,64,1884,0,1844,907,0,1,2,2,2,1844,907,2,2,2,1,0,0,2758,160,0
13,57,3546,0,0,0,0,0,0,3222,1217,3222,1217,0,0,0,0,0,0,4439,4630,1
16,55,2683,4,3,7,9,14,71,1782,1461,1782,1461,71,14,9,7,4,3,3351,10430,0
4,54,1491,3206,211,10,6,5,4,4,4,3206,211,10,6,5,4,4,4,3450,100,0
11,58,3167,252,697,1225,1925,2356,1355,744,196,2356,1925,1355,1225,744,697,252,196,8750,270,0
18,51,2146,2,1,1,0,0,2309,296,18,2309,296,18,2,1,1,0,0,2627,1540,0
19,61,1797,3,3,5,1,2,414,4530,2,4530,414,5,3,3,2,2,1,4960,420,1
1,65,1213,4,9,10,11,1713,1779,761,0,1779,1713,761,11,10,9,4,0,4287,31910,1
10,66,2198,2,0,949,1637,949,29,9,0,1637,949,949,29,9,2,0,0,3575,680,1
9,64,2925,202,459,3408,738,161,25,16,10,3408,738,459,202,161,25,16,10,5019,280,0
12,60,3307,95,348,672,1172,2333,2627,3399,2709,3399,2709,2627,2333,1172,672,348,95,13355,1320,0
10,77,1821,1615,14,0,1,1,2,2,1,1615,14,2,2,1,1,1,0,1636,170,0
3,68,1584,4,3,3,1,0,0,161,1536,1536,161,4,3,3,1,0,0,1708,300,0
12,55,2440,1,0,0,0,0,215,2273,15,2273,215,15,1,0,0,0,0,2504,820,0
4,76,1748,1806,41,4,1,4,5,5,4,1806,41,5,5,4,4,4,1,1870,190,0
0,56,1987,5,4,45,2407,40,2,2,3,2407,45,40,5,4,3,2,2,2508,270,0
8,54,2199,0,0,0,1793,0,1,0,0,1793,1,0,0,0,0,0,0,1794,780,1
6,73,1827,1069,1597,29,5,2,2,3,3,1597,1069,29,5,3,3,2,2,2710,110,0
10,60,3017,0,0,0,1208,2908,214,1,0,2908,1208,214,1,0,0,0,0,4331,340,1
19,65,2103,8,8,10,14,9,130,3390,348,3390,348,130,14,10,9,8,8,3917,3350,1
10,77,1804,1241,64,8,10,8,6,1,4,1241,64,10,8,8,6,4,1,1342,100,0
2,68,1613,1,2,2,3,1,0,59,1234,1234,59,3,2,2,1,1,0,1302,1050,0
8,63,2794,0,0,0,0,494,2249,20,0,2249,494,20,0,0,0,0,0,2763,340,1
10,60,3068,828,1021,2048,1694,1369,940,765,355,2048,1694,1369,1021,940,828,765,355,9020,210,0
9,77,1820,2296,36,1,2,4,7,8,4,2296,36,8,7,4,4,2,1,2358,100,0
17,64,2968,2,5,4,0,1885,5,6,5,1885,6,5,5,5,4,2,0,1912,1200,1
20,56,1996,6,4,2,1,1256,1,1,2,1256,6,4,2,2,1,1,1,1273,2420,0
10,66,3235,0,0,17,1199,2900,1391,0,0,2900,1391,1199,17,0,0,0,0,5507,440,1
9,58,3127,0,0,0,1311,46,0,0,0,1311,46,0,0,0,0,0,0,1357,2910,0
4,69,1502,3,122,1727,18,2,2,2,1,1727,122,18,3,2,2,2,1,1877,100,0
1,65,1753,12,892,1092,0,1,2,2,2,1092,892,12,2,2,2,1,0,2003,260,0
7,59,1383,2,2,6,4,2,0,935,3027,3027,935,6,4,2,2,2,0,3978,120,0
21,54,1997,3,63,1993,2927,574,1,1,0,2927,1993,574,63,3,1,1,0,5562,480,0
18,60,2623,0,0,0,8,2733,1951,108,0,2733,1951,108,8,0,0,0,0,4800,620,1
15,46,3845,11,6,11,9,4,17,1628,52,1628,52,17,11,11,9,6,4,1738,1770,0
3,54,1621,1,2617,780,5,6,7,6,5,2617,780,7,6,6,5,5,1,3427,470,0
9,80,2359,0,0,40,42,328,1977,1221,13,1977,1221,328,42,40,13,0,0,3621,800,0
5,67,1853,0,2449,2595,8,6,8,6,6,2595,2449,8,8,6,6,6,0,5078,130,0
4,56,1516,0,2097,1977,0,0,2,2,2,2097,1977,2,2,2,0,0,0,4080,300,0
13,59,3258,2364,1792,76,9,5,3,16,0,2364,1792,76,16,9,5,3,0,4265,5980,1
11,57,2184,0,0,0,0,36,3586,0,0,3586,36,0,0,0,0,0,0,3622,320,0
23,76,1982,2,4,4,2249,2038,1,2,3,2249,2038,4,4,3,2,2,1,4303,25570,1
0,61,1731,5,6,10,4,1,2,0,2361,2361,10,6,5,4,2,1,0,2389,1120,0
5,65,1814,35,2178,790,1,4,4,4,2,2178,790,35,4,4,4,2,1,3018,600,0
17,58,2560,0,127,2077,1214,17,0,0,0,2077,1214,127,17,0,0,0,0,3435,1360,1
13,78,1797,602,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,602,590,0
5,58,1443,3,4,5,4,6,0,2586,139,2586,139,6,5,4,4,3,0,2747,710,0
16,86,3093,8,0,600,0,9,2,5,3,600,9,8,5,3,2,0,0,627,110,0
23,64,2014,5,6,4,282,2675,11,5,4,2675,282,11,6,5,5,4,4,2992,910,0
7,63,2022,3,3,0,0,0,444,4188,0,4188,444,3,3,0,0,0,0,4638,310,1
16,69,2752,0,0,0,1724,0,0,0,0,1724,0,0,0,0,0,0,0,1724,3080,1
17,83,2819,2,0,28,405,2328,0,0,2,2328,405,28,2,2,0,0,0,2765,1750,1
9,62,2764,337,359,603,507,448,322,310,185,603,507,448,359,337,322,310,185,3071,380,0
9,54,2992,10,44,189,585,1034,1207,769,96,1207,1034,769,585,189,96,44,10,3934,1310,0
16,57,2766,0,1,4,5,1,82,1752,1,1752,82,5,4,1,1,1,0,1846,390,1
9,60,2376,0,1,3,0,0,1964,2604,0,2604,1964,3,1,0,0,0,0,4572,180,1
13,58,3192,0,0,72,2464,1949,0,0,0,2464,1949,72,0,0,0,0,0,4485,700,1
9,55,3510,0,0,0,1998,72,0,0,1,1998,72,1,0,0,0,0,0,2071,2320,1
18,65,2761,0,0,0,0,1765,2200,114,0,2200,1765,114,0,0,0,0,0,4079,330,1
9,53,2390,30,34,35,43,63,360,1833,1597,1833,1597,360,63,43,35,34,30,3995,140,0
23,61,1745,0,1678,1804,0,2,4,4,3,1804,1678,4,4,3,2,0,0,3495,210,0
17,60,2782,0,0,0,2693,1919,0,0,1,2693,1919,1,0,0,0,0,0,4613,300,1
2,65,1965,3,175,774,2105,1,4,4,3,2105,774,175,4,4,3,3,1,3069,3800,1
1,65,1754,0,1308,903,0,2,2,2,1,1308,903,2,2,2,1,0,0,2218,120,0
12,71,1939,0,3070,1268,1,3,5,7,9,3070,1268,9,7,5,3,1,0,4363,110,0
22,61,1764,0,2090,2061,0,3,8,5,4,2090,2061,8,5,4,3,0,0,4171,120,0
6,63,1730,0,0,157,2170,0,0,2,2,2170,157,2,2,0,0,0,0,2331,930,0
16,63,2941,376,2976,1402,168,0,0,0,0,2976,1402,376,168,0,0,0,0,4922,790,1
17,58,3303,0,0,1,0,0,428,1328,0,1328,428,1,0,0,0,0,0,1757,620,1
8,64,2214,6,1,31,2360,37,0,0,1,2360,37,31,6,1,1,0,0,2436,74140,1
17,58,3209,1,0,5,887,2854,0,0,0,2854,887,5,1,0,0,0,0,3747,1230,1
9,59,3377,0,0,1,1196,2428,203,14,9,2428,1196,203,14,9,1,0,0,3851,960,1
15,49,3518,0,1475,579,3,4,3,6,4,1475,579,6,4,4,3,3,0,2074,2700,1
18,72,2435,4,2,0,0,170,3398,0,0,3398,170,4,2,0,0,0,0,3574,1860,1
11,66,2511,0,0,0,145,2638,146,4,5,2638,146,145,5,4,0,0,0,2938,2140,1
8,66,2243,0,0,0,1656,0,0,0,0,1656,0,0,0,0,0,0,0,1656,270,1
5,59,1452,0,2600,1253,2,4,4,7,4,2600,1253,7,4,4,4,2,0,3874,340,0
18,57,2618,0,0,0,2922,1018,0,0,2,2922,1018,2,0,0,0,0,0,3942,390,1
9,62,2384,0,0,0,12,2842,0,0,0,2842,12,0,0,0,0,0,0,2854,110,1
17,79,2743,0,0,2053,0,0,3,2,3,2053,3,3,2,0,0,0,0,2061,150,1
19,65,2328,0,0,0,1957,2441,0,0,0,2441,1957,0,0,0,0,0,0,4398,1610,1
10,55,3470,1030,1397,2135,964,910,490,370,148,2135,1397,1030,964,910,490,370,148,7444,670,0
13,68,3134,1783,2522,2677,1813,1331,507,317,109,2677,2522,1813,1783,1331,507,317,109,11059,500,0
16,59,3051,0,0,3,0,964,2284,229,0,2284,964,229,3,0,0,0,0,3480,750,1
13,57,2510,14,48,99,191,410,1527,1033,470,1527,1033,470,410,191,99,48,14,3792,250,0
12,78,1851,2365,19,0,2,4,4,4,7,2365,19,7,4,4,4,2,0,2405,110,0
9,54,2174,136,86,107,151,103,172,892,2836,2836,892,172,151,136,107,103,86,4483,100,0
16,54,4380,3,0,0,0,0,28,1921,0,1921,28,3,0,0,0,0,0,1952,8830,0
8,62,2241,829,1899,99,78,119,126,88,34,1899,829,126,119,99,88,78,34,3272,3310,0
13,65,2875,0,1960,24,0,0,0,0,0,1960,24,0,0,0,0,0,0,1984,530,1
18,63,2264,2,1,0,0,854,2688,651,9,2688,854,651,9,2,1,0,0,4205,440,1
7,63,1780,32,40,16,4,1,0,2914,2610,2914,2610,40,32,16,4,1,0,5617,210,0
8,53,2287,0,0,0,27,2219,667,0,0,2219,667,27,0,0,0,0,0,2913,770,1
13,68,2820,0,0,1294,0,0,0,0,3,1294,3,0,0,0,0,0,0,1297,2120,1
6,63,1713,6,3,4,3,0,0,2702,2662,2702,2662,6,4,3,3,0,0,5380,350,0
18,56,2984,2,0,0,626,2119,143,0,0,2119,626,143,2,0,0,0,0,2890,3350,1
17,49,3195,0,0,0,0,2230,652,0,0,2230,652,0,0,0,0,0,0,2882,330,1
7,63,1767,22,26,10,5,0,0,3018,2902,3018,2902,26,22,10,5,0,0,5983,150,0
10,55,1752,3,9,0,10,14,6,2052,2056,2056,2052,14,10,9,6,3,0,4150,123280,1
18,56,2668,1,0,0,0,1494,172,0,1,1494,172,1,1,0,0,0,0,1668,500,1
18,66,2366,0,0,877,2635,0,2,4,6,2635,877,6,4,2,0,0,0,3524,110,1
1,61,1760,2,1,1,2,0,0,2708,2630,2708,2630,2,2,1,1,0,0,5344,590,0
8,58,2864,0,0,3,0,1306,1948,0,0,1948,1306,3,0,0,0,0,0,3257,140,1
4,70,1755,0,2925,1286,0,1,4,2,3,2925,1286,4,3,2,1,0,0,4221,250,0
19,56,2440,0,0,32,1823,1503,0,0,0,1823,1503,32,0,0,0,0,0,3358,430,1
10,65,2981,0,0,1426,0,0,0,1,4,1426,4,1,0,0,0,0,0,1431,220,1
16,70,2659,0,0,207,2904,191,0,0,0,2904,207,191,0,0,0,0,0,3302,660,1
12,53,4072,97,237,1495,3250,512,62,12,7,3250,1495,512,237,97,62,12,7,5672,270,0
0,66,2040,3,4,4,4,93,1957,587,3,1957,587,93,4,4,4,3,3,2655,1260,0
20,49,2022,6,6,7,5,3,67,2359,55,2359,67,55,7,6,6,5,3,2508,12960,0
15,50,3401,2,8,8,11,1,0,900,6,900,11,8,8,6,2,1,0,936,12740,0
21,62,2255,3,0,36,2271,2,0,6,2,2271,36,6,3,2,2,0,0,2320,1960,1
22,56,2140,2,0,566,2812,1153,6,3,2,2812,1153,566,6,3,2,2,0,4544,9750,1
5,59,1429,1,2698,993,6,2,3,3,4,2698,993,6,4,3,3,2,1,3710,120,0
16,50,3164,0,801,17,5,17,17,16,9,801,17,17,17,16,9,5,0,882,1090,0
23,61,1737,4,3,6,3,64,4200,2145,0,4200,2145,64,6,4,3,3,0,6425,400,0
18,65,2655,4,5,5,6,12,539,2637,1297,2637,1297,539,12,6,5,5,4,4505,190,0
13,72,1977,0,2896,947,9,35,16,10,6,2896,947,35,16,10,9,6,0,3919,110,0
8,54,2042,5,6,5,2,5,34,2656,0,2656,34,6,5,5,5,2,0,2713,2340,0
12,75,2905,0,0,101,148,850,1733,291,0,1733,850,291,148,101,0,0,0,3123,3820,0
17,71,2752,616,1753,663,36,20,11,12,5,1753,663,616,36,20,12,11,5,3116,2140,0
15,70,2655,0,0,3,642,2122,283,0,0,2122,642,283,3,0,0,0,0,3050,1330,1
2,56,1575,0,3561,3724,0,0,1,4,5,3724,3561,5,4,1,0,0,0,7295,200,0
22,65,2066,0,0,244,1731,0,0,0,1,1731,244,1,0,0,0,0,0,1976,1050,1
2,59,1986,2,0,430,2383,0,3,3,3,2383,430,3,3,3,2,0,0,2824,2010,1
14,69,2690,6,1,0,0,586,3954,0,0,3954,586,6,1,0,0,0,0,4547,670,1
9,64,2878,0,1026,2239,0,0,0,0,0,2239,1026,0,0,0,0,0,0,3265,210,1
8,62,2878,1,0,42,32,290,2826,1407,0,2826,1407,290,42,32,1,0,0,4598,1090,1
16,60,2987,0,377,1239,0,0,0,1,0,1239,377,1,0,0,0,0,0,1617,480,1
12,66,3119,0,0,3793,1021,0,0,0,0,3793,1021,0,0,0,0,0,0,4814,260,1
17,63,2861,1,1,16,190,1949,1712,71,0,1949,1712,190,71,16,1,1,0,3940,380,1
18,47,3082,0,157,2016,8,7,9,7,5,2016,157,9,8,7,7,5,0,2209,3410,0
6,67,1706,1,2000,2033,0,2,1,2,2,2033,2000,2,2,2,1,1,0,4041,110,0
9,60,2981,790,885,1796,2122,1985,1263,1049,582,2122,1985,1796,1263,1049,885,790,582,10472,340,0
7,77,1791,1438,13,0,0,2,1,1,0,1438,13,2,1,1,0,0,0,1455,280,0
15,69,2781,0,29,2844,0,0,0,0,0,2844,29,0,0,0,0,0,0,2873,540,1
17,66,2522,1559,1815,179,24,18,19,24,26,1815,1559,179,26,24,24,19,18,3664,1530,1
0,56,1853,3,3,1,1,193,3121,2222,25,3121,2222,193,25,3,3,1,1,5569,3910,0
13,51,3212,9,0,0,0,2376,0,0,0,2376,9,0,0,0,0,0,0,2385,1090,1
13,68,1756,419,2368,647,13,11,7,6,5,2368,647,419,13,11,7,6,5,3476,280,0
5,59,1434,0,2392,1389,0,1,2,1,0,2392,1389,2,1,1,0,0,0,3785,160,0
16,61,2990,1144,1465,1648,586,572,240,173,56,1648,1465,1144,586,572,240,173,56,5884,380,0
16,64,2903,0,0,1936,1955,1,3,2,2,1955,1936,3,2,2,1,0,0,3899,1380,1
10,59,2327,0,0,0,2246,2617,337,0,0,2617,2246,337,0,0,0,0,0,5200,8580,1
16,51,3030,0,0,2352,2181,0,0,3,3,2352,2181,3,3,0,0,0,0,4539,1920,1
9,56,2486,0,0,0,0,2161,3962,0,0,3962,2161,0,0,0,0,0,0,6123,600,1
10,77,1809,1827,106,17,9,8,8,14,9,1827,106,17,14,9,9,8,8,1998,180,0
2,64,1905,0,1877,1000,2,3,3,4,3,1877,1000,4,3,3,3,2,0,2892,110,0
20,89,1655,4,4,3,6,227,1781,2688,1638,2688,1781,1638,227,6,4,4,3,6351,16530,1
9,58,2846,866,1072,1589,742,522,281,178,68,1589,1072,866,742,522,281,178,68,5318,200,0
11,54,2447,5,9,9,6,0,0,0,1835,1835,9,9,6,5,0,0,0,1864,120,0
18,50,3365,2,0,197,2237,546,2,2,3,2237,546,197,3,2,2,2,0,2989,29450,0
17,50,2918,1,0,0,556,1744,314,50,25,1744,556,314,50,25,1,0,0,2690,7900,1
15,59,2839,148,895,406,1398,487,74,7,0,1398,895,487,406,148,74,7,0,3415,710,0
6,62,1617,0,3097,2775,0,1,4,3,3,3097,2775,4,3,3,1,0,0,5883,23560,0
10,71,1821,4,4,9,5,0,40,2595,0,2595,40,9,5,4,4,0,0,2657,280,0
14,60,3200,0,0,32,2867,97,0,0,0,2867,97,32,0,0,0,0,0,2996,1830,1
9,66,2389,0,0,4496,0,0,0,2,2,4496,2,2,0,0,0,0,0,4500,520,1
19,57,2641,0,2049,2028,67,1,2,2,5,2049,2028,67,5,2,2,1,0,4154,3060,1
11,66,3131,0,0,0,2131,1692,3,16,1,2131,1692,16,3,1,0,0,0,3843,980,1
9,58,3053,0,0,0,1745,0,0,0,0,1745,0,0,0,0,0,0,0,1745,870,1
9,77,1804,1225,53,3,3,2,0,0,1,1225,53,3,3,2,1,0,0,1287,150,0
12,57,4092,55,378,2326,2871,4824,1593,262,66,4824,2871,2326,1593,378,262,66,55,12375,1430,0
13,51,2970,0,0,0,2037,5,10,7,3,2037,10,7,5,3,0,0,0,2062,5460,1
6,67,1706,0,1722,931,10,0,1,2,1,1722,931,10,2,1,1,0,0,2667,130,0
9,58,2741,15,148,996,1550,662,57,13,9,1550,996,662,148,57,15,13,9,3450,240,0
9,55,2066,0,0,0,0,575,2589,0,0,2589,575,0,0,0,0,0,0,3164,140,1
9,56,2025,0,0,0,0,0,3117,410,0,3117,410,0,0,0,0,0,0,3527,600,1
14,47,4211,0,0,1924,0,1,3,1,3,1924,3,3,1,1,0,0,0,1932,10500,0
15,50,3236,3,0,0,0,3814,1920,0,0,3814,1920,3,0,0,0,0,0,5737,3870,1
19,70,2246,3,0,1239,2735,401,40,1,2,2735,1239,401,40,3,2,1,0,4421,720,1
12,50,4148,18,70,360,401,145,40,9,9,401,360,145,70,40,18,9,9,1052,250,0
0,64,1902,1,1,665,3017,177,0,2,1,3017,665,177,2,1,1,1,0,3864,780,0
10,68,1777,282,2250,476,1,5,4,4,2,2250,476,282,5,4,4,2,1,3024,150,0
3,76,1754,1650,41,3,2,2,5,3,2,1650,41,5,3,3,2,2,2,1708,250,0
6,77,1751,1436,21,0,0,1,2,1,0,1436,21,2,1,1,0,0,0,1461,510,0
3,76,1757,1663,41,3,4,6,5,2,2,1663,41,6,5,4,3,2,2,1726,150,0
12,52,3912,34,219,962,939,123,44,4,6,962,939,219,123,44,34,6,4,2331,120,0
14,68,1769,432,2407,401,15,11,10,8,6,2407,432,401,15,11,10,8,6,3290,1210,0
2,70,1789,0,2058,1304,0,0,5,6,2,2058,1304,6,5,2,0,0,0,3375,160,0
19,55,2927,0,0,303,2899,234,0,0,0,2899,303,234,0,0,0,0,0,3436,110,1
16,61,3685,0,0,0,0,0,0,2123,805,2123,805,0,0,0,0,0,0,2928,10610,1
19,55,2959,0,0,0,0,2237,299,0,0,2237,299,0,0,0,0,0,0,2536,390,1
16,55,3379,0,0,9,1865,0,0,0,0,1865,9,0,0,0,0,0,0,1874,23120,1
16,51,3362,0,0,0,0,2728,4356,0,0,4356,2728,0,0,0,0,0,0,7084,13510,1
20,51,2020,2,1,2,1,0,2,437,1325,1325,437,2,2,2,1,1,0,1770,8190,0
11,78,2797,2,3,618,2565,2136,462,2,0,2565,2136,618,462,3,2,2,0,5788,2490,1
18,51,2063,2,2,3,0,0,2268,413,16,2268,413,16,3,2,2,0,0,2704,380,0
9,61,2247,0,0,0,0,44,2174,2338,0,2338,2174,44,0,0,0,0,0,4556,2140,1
16,71,2951,4,1,0,0,0,2287,0,0,2287,4,1,0,0,0,0,0,2292,300,1
9,65,2955,72,178,336,1075,2787,1135,73,0,2787,1135,1075,336,178,73,72,0,5656,400,0
21,60,1540,6,6,7,6,3,1720,2037,26,2037,1720,26,7,6,6,6,3,3811,12500,1
10,54,2487,28,34,33,42,74,819,1652,3,1652,819,74,42,34,33,28,3,2685,100,0
19,53,2559,0,0,42,2983,898,37,0,0,2983,898,42,37,0,0,0,0,3960,440,1
6,73,1828,1,3,3,1,1,103,2554,959,2554,959,103,3,3,1,1,1,3625,180,0
11,70,2442,715,2766,706,84,59,36,28,26,2766,715,706,84,59,36,28,26,4420,150,0
13,50,2974,65,184,1717,1721,137,35,69,85,1721,1717,184,137,85,69,65,35,4013,530,0
9,60,2335,5,3,2,1008,61,0,4,2,1008,61,5,4,3,2,2,0,1085,470,0
18,71,2417,5,1,0,0,2590,1599,0,0,2590,1599,5,1,0,0,0,0,4195,2040,1
11,57,2197,0,1,0,0,0,2052,111,0,2052,111,1,0,0,0,0,0,2164,240,0
9,67,2727,0,0,0,0,1287,509,0,0,1287,509,0,0,0,0,0,0,1796,2270,1
7,55,1337,2589,57,4,5,4,3,5,4,2589,57,5,5,4,4,4,3,2671,110,0
11,54,3558,1503,1779,1685,1485,1405,1292,1126,964,1779,1685,1503,1485,1405,1292,1126,964,11239,320,0
15,71,2321,0,0,0,0,2976,1439,0,0,2976,1439,0,0,0,0,0,0,4415,500,1
8,49,2510,0,0,0,82,2393,369,0,0,2393,369,82,0,0,0,0,0,2844,180,1
18,59,2868,0,0,0,118,2399,1108,0,0,2399,1108,118,0,0,0,0,0,3625,910,1
