Ora,Paratartalom,Homerseklet,D1,D2,D3,D4,D5,D6,D7,D8,L1,L2,L3,L4,L5,L6,L7,L8,Meretszam,Idokulonbseg,Megerositett
16,54,2778,0,4,97,1056,2113,581,68,40,2113,1056,581,97,68,40,4,0,3959,8270,0
17,55,3188,0,0,2582,756,0,0,0,0,2582,756,0,0,0,0,0,0,3338,1160,1
8,62,2167,2,0,0,0,2531,2382,1,10,2531,2382,10,2,1,0,0,0,4926,160,1
13,79,2781,0,0,0,0,0,2862,14,0,2862,14,0,0,0,0,0,0,2876,820,1
18,51,2125,2,3,3,1,0,2260,390,18,2260,390,18,3,3,2,1,0,2677,190,0
15,72,2229,0,0,90,2424,1362,0,0,0,2424,1362,90,0,0,0,0,0,3876,250,1
10,64,3127,0,0,2422,859,0,0,0,0,2422,859,0,0,0,0,0,0,3281,9190,1
23,61,1979,0,358,2863,16,0,3,1,3,2863,358,16,3,3,1,0,0,3244,430,0
5,73,1835,1066,1798,26,4,2,4,3,2,1798,1066,26,4,4,3,2,2,2905,100,0
15,62,3575,3,17,38,58,143,265,1737,503,1737,503,265,143,58,38,17,3,2764,1310,0
4,59,1492,0,2687,1057,0,2,3,3,2,2687,1057,3,3,2,2,0,0,3754,200,0
9,64,2618,0,0,0,0,1449,2333,0,0,2333,1449,0,0,0,0,0,0,3782,850,1
16,70,2659,0,0,734,1815,0,0,0,0,1815,734,0,0,0,0,0,0,2549,230,1
11,66,2631,0,3,1,0,2536,993,0,0,2536,993,3,1,0,0,0,0,3533,1010,1
9,52,2515,855,2490,1426,220,0,0,0,0,2490,1426,855,220,0,0,0,0,4991,2200,0
18,55,3473,3,4,4,0,0,206,3005,9,3005,206,9,4,4,3,0,0,3231,970,1
16,70,2649,0,0,0,0,0,0,1637,0,1637,0,0,0,0,0,0,0,1637,210,1
18,74,2416,1,0,70,2067,3589,369,0,0,3589,2067,369,70,1,0,0,0,6096,2750,1
18,65,2515,1,71,463,961,337,671,104,10,961,671,463,337,104,71,10,1,2618,650,0
6,67,1699,233,1024,2578,22,3,3,4,3,2578,1024,233,22,4,3,3,3,3870,110,0
14,55,2565,4,6,14,3,0,0,1265,958,1265,958,14,6,4,3,0,0,2250,6140,1
18,58,2623,3,5,5,6,5,9,860,938,938,860,9,6,5,5,5,3,1831,6290,0
10,54,2467,4,7,11,11,94,1547,2552,628,2552,1547,628,94,11,11,7,4,4854,410,0
8,56,2225,20,50,61,60,102,176,730,2337,2337,730,176,102,61,60,50,20,3536,2200,0
13,52,4119,3,56,404,258,34,14,0,0,404,258,56,34,14,3,0,0,769,220,0
4,76,1743,1806,44,2,5,5,8,3,1,1806,44,8,5,5,3,2,1,1874,150,0
13,64,3738,0,0,3743,895,0,0,0,12,3743,895,12,0,0,0,0,0,4650,1190,1
8,57,2451,1955,1972,3408,3020,2944,2175,2101,1375,3408,3020,2944,2175,2101,1972,1955,1375,18950,220,0
11,51,3720,109,245,905,1506,1091,747,213,60,1506,1091,905,747,245,213,109,60,4876,470,0
12,50,4179,33,89,443,906,397,119,25,12,906,443,397,119,89,33,25,12,2024,1800,0
10,53,2980,0,0,0,2056,0,0,0,0,2056,0,0,0,0,0,0,0,2056,3560,1
13,58,3224,0,0,0,0,0,1869,41,0,1869,41,0,0,0,0,0,0,1910,4420,1
16,51,3303,2,3,0,0,75,2337,0,0,2337,75,3,2,0,0,0,0,2417,970,1
10,58,3467,94,1043,2851,3298,2906,505,4,12,3298,2906,2851,1043,505,94,12,4,10713,190,0
13,61,1751,1891,1697,2122,1810,1852,1610,1277,1113,2122,1891,1852,1810,1697,1610,1277,1113,13372,1530,0
17,60,2684,0,0,0,2,2648,336,0,1,2648,336,2,1,0,0,0,0,2987,220,1
8,62,2072,2,0,0,0,127,3164,799,0,3164,799,127,2,0,0,0,0,4092,210,1
15,78,2099,601,5,0,0,0,2,0,0,601,5,2,0,0,0,0,0,608,190,0
13,50,4407,0,0,0,0,1973,0,0,0,1973,0,0,0,0,0,0,0,1973,8330,1
15,61,3490,0,0,0,0,2042,60,0,0,2042,60,0,0,0,0,0,0,2102,360,1
11,60,3303,168,387,463,677,998,1473,1727,1990,1990,1727,1473,998,677,463,387,168,7883,210,0
6,67,1844,27,1389,1140,19,4,3,4,3,1389,1140,27,19,4,4,3,3,2589,160,0
4,76,1743,1659,45,6,4,5,5,4,2,1659,45,6,5,5,4,4,2,1730,180,0
11,55,2212,4,10,29,3228,2645,216,6,3,3228,2645,216,29,10,6,4,3,6141,880,0
18,60,2643,1,0,0,0,576,3509,2,0,3509,576,2,1,0,0,0,0,4088,330,1
12,63,3551,101,331,735,1626,2781,2533,3520,1288,3520,2781,2533,1626,1288,735,331,101,12915,1500,0
17,54,3069,0,0,2649,374,0,0,0,2,2649,374,2,0,0,0,0,0,3025,1820,1
17,71,2542,3,3,0,186,2617,2565,96,0,2617,2565,186,96,3,3,0,0,5470,220,1
11,60,2523,10,26,48,70,2103,77,49,12,2103,77,70,49,48,26,12,10,2395,1340,0
22,58,2218,1,1,0,1,560,1670,0,0,1670,560,1,1,1,0,0,0,2233,7780,1
5,59,1445,0,2715,943,1,2,4,3,3,2715,943,4,3,3,2,1,0,3671,310,0
16,50,3163,3,2,73,0,428,379,155,33,428,379,155,73,33,3,2,0,1073,110,0
13,65,2879,0,0,0,131,2422,2105,3,9,2422,2105,131,9,3,0,0,0,4670,1370,1
18,58,2803,0,0,0,13,2397,2596,178,0,2596,2397,178,13,0,0,0,0,5184,300,1
12,70,3020,1566,3369,1595,1385,358,55,40,23,3369,1595,1566,1385,358,55,40,23,8391,1360,0
14,55,2714,1,0,0,727,1628,1533,1421,25,1628,1533,1421,727,25,1,0,0,5335,810,0
15,45,3652,0,0,0,0,0,0,438,1009,1009,438,0,0,0,0,0,0,1447,2630,0
20,61,2051,1,52,2954,545,7,3,4,3,2954,545,52,7,4,3,3,1,3569,100,0
16,51,3186,0,0,0,60,846,2632,572,0,2632,846,572,60,0,0,0,0,4110,190,0
2,76,1774,1779,38,5,2,2,5,4,4,1779,38,5,5,4,4,2,2,1839,280,0
3,59,1859,2,1,0,2227,2465,62,1,3,2465,2227,62,3,2,1,1,0,4761,4940,1
17,52,2269,3,0,1,0,0,1258,2774,14,2774,1258,14,3,1,0,0,0,4050,5450,1
18,57,2679,3,1,0,0,1544,1362,0,0,1544,1362,3,1,0,0,0,0,2910,680,1
5,66,1751,3,3,5,6,48,1169,2723,514,2723,1169,514,48,6,5,3,3,4471,3360,1
2,76,1774,1485,33,3,1,4,2,2,1,1485,33,4,3,2,2,1,1,1531,110,0
12,62,3063,0,0,0,943,2740,1274,51,0,2740,1274,943,51,0,0,0,0,5008,780,0
3,50,1695,0,4,8,2,650,1826,0,0,1826,650,8,4,2,0,0,0,2490,29570,1
18,55,2702,0,2307,8,2,0,2,4,4,2307,8,4,4,2,2,0,0,2327,2120,1
17,59,3202,0,0,0,0,92,2839,66,0,2839,92,66,0,0,0,0,0,2997,180,1
8,50,2461,0,0,0,0,54,2116,735,0,2116,735,54,0,0,0,0,0,2905,5850,1
17,50,2693,5,814,522,14,11,7,3,2,814,522,14,11,7,5,3,2,1378,11620,0
18,53,2845,1,0,102,1313,123,2,2,4,1313,123,102,4,2,2,1,0,1547,4140,1
14,57,3643,4,16,42,42,114,988,1160,488,1160,988,488,114,42,42,16,4,2854,6400,0
10,77,2901,0,0,0,665,2994,3,0,0,2994,665,3,0,0,0,0,0,3662,570,1
11,70,2383,9,25,137,1738,1023,3,25,8,1738,1023,137,25,25,9,8,3,2968,170,1
8,53,2809,4,2,0,0,0,2593,118,1,2593,118,4,2,1,0,0,0,2718,4780,1
5,73,1857,2,1,3,3,2,55,2012,710,2012,710,55,3,3,2,2,1,2788,360,0
0,64,1922,0,3498,2565,2,4,6,6,5,3498,2565,6,6,5,4,2,0,6086,5780,0
3,76,1754,1800,41,6,4,5,3,7,1,1800,41,7,6,5,4,3,1,1867,120,0
17,71,2718,0,0,0,0,0,1711,591,0,1711,591,0,0,0,0,0,0,2302,440,1
7,73,1790,0,2,2,0,1,44,2006,716,2006,716,44,2,2,1,0,0,2771,1380,0
6,69,1377,0,27,1959,158,3,3,3,2,1959,158,27,3,3,3,2,0,2155,290,0
4,60,1213,0,3,582,1080,1420,1133,110,7,1420,1133,1080,582,110,7,3,0,4335,63570,0
11,54,3428,373,464,462,2702,1328,343,325,201,2702,1328,464,462,373,343,325,201,6198,240,0
1,64,2002,14,305,876,786,886,139,40,0,886,876,786,305,139,40,14,0,3046,190,1
0,59,1954,2,2,1,39,1781,0,1,2,1781,39,2,2,2,1,1,0,1828,950,1
13,70,2757,1,0,1,1,1112,3092,1469,3,3092,1469,1112,3,1,1,1,0,5679,3080,1
20,55,1859,4,6,5,9,8,0,1563,0,1563,9,8,6,5,4,0,0,1595,31430,0
13,67,3600,0,0,0,0,2083,484,0,0,2083,484,0,0,0,0,0,0,2567,860,1
10,53,3470,30,186,493,982,1503,511,138,18,1503,982,511,493,186,138,30,18,3861,1700,0
22,61,1805,4,3,3,4,1,0,2877,2783,2877,2783,4,4,3,3,1,0,5675,120,0
13,55,4104,23,184,897,1863,1461,1751,426,48,1863,1751,1461,897,426,184,48,23,6653,3240,0
10,60,3130,785,865,1303,1310,1371,1293,1373,1292,1373,1371,1310,1303,1293,1292,865,785,9592,530,0
5,55,1395,3025,535,7,4,3,5,6,4,3025,535,7,6,5,4,4,3,3589,950,0
10,48,3859,0,0,0,0,1568,0,9,6,1568,9,6,0,0,0,0,0,1583,1920,0
15,50,3197,0,627,749,57,384,141,0,168,749,627,384,168,141,57,0,0,2126,110,0
13,59,1891,1,2,2,2,4,628,2632,1158,2632,1158,628,4,2,2,2,1,4429,3300,1
9,56,2788,0,0,600,2979,70,0,0,0,2979,600,70,0,0,0,0,0,3649,78580,1
14,69,2693,0,0,0,0,2538,126,0,0,2538,126,0,0,0,0,0,0,2664,700,1
14,63,2918,1,0,1,1369,0,0,2,1,1369,2,1,1,1,0,0,0,1374,8910,1
18,51,2657,0,7,203,1374,2808,1551,0,1,2808,1551,1374,203,7,1,0,0,5944,440,0
9,67,2042,0,0,2640,2835,65,0,0,0,2835,2640,65,0,0,0,0,0,5540,4770,1
0,61,1731,4,5,5,3,3,0,0,1914,1914,5,5,4,3,3,0,0,1934,800,0
22,63,1910,0,620,2166,2,1,2,2,3,2166,620,3,2,2,2,1,0,2796,120,0
10,60,3286,2,7,116,229,357,1170,307,99,1170,357,307,229,116,99,7,2,2287,550,1
12,50,2961,2180,1296,917,228,24,22,15,11,2180,1296,917,228,24,22,15,11,4693,210,0
17,59,3123,2,3,0,0,49,2457,0,0,2457,49,3,2,0,0,0,0,2511,210,1
12,45,4067,0,0,0,0,0,0,0,1323,1323,0,0,0,0,0,0,0,1323,8550,0
9,60,2168,7,0,1919,3121,2096,212,2,4,3121,2096,1919,212,7,4,2,0,7361,300,1
12,78,1831,2074,2,0,0,1,2,1,2,2074,2,2,2,1,1,0,0,2082,110,0
16,58,2685,0,0,3066,1211,0,0,0,0,3066,1211,0,0,0,0,0,0,4277,3090,1
19,59,2425,5,8,8,8,6,10,191,1856,1856,191,10,8,8,8,6,5,2092,140,0
13,58,3990,521,1348,1948,2517,1648,1518,1031,320,2517,1948,1648,1518,1348,1031,521,320,10851,320,0
20,48,2286,5,6,7,5,2482,1199,0,1,2482,1199,7,6,5,5,1,0,3705,860,1
18,51,3357,2,0,0,0,1987,1828,5,4,1987,1828,5,4,2,0,0,0,3826,18240,1
2,76,1773,1788,41,1,2,5,4,2,1,1788,41,5,4,2,2,1,1,1844,120,0
17,65,3196,0,0,166,2833,32,0,0,0,2833,166,32,0,0,0,0,0,3031,1400,1
18,58,2519,5,0,0,95,4685,0,1,4,4685,95,5,4,1,0,0,0,4790,120,1
16,68,3229,0,0,0,0,3756,3209,0,0,3756,3209,0,0,0,0,0,0,6965,3670,1
18,63,2469,0,0,17,2645,442,0,1,6,2645,442,17,6,1,0,0,0,3111,11320,1
19,51,2790,0,21,2055,27,0,0,0,0,2055,27,21,0,0,0,0,0,2103,6300,1
18,53,1899,2,8,11,12,9,386,2033,2,2033,386,12,11,9,8,2,2,2463,1330,1
23,51,2027,4,2,1,2,935,2513,1586,25,2513,1586,935,25,4,2,2,1,5068,4160,1
11,51,4005,239,432,1360,2143,1756,1672,717,339,2143,1756,1672,1360,717,432,339,239,8658,4910,0
15,71,2504,0,0,2512,3046,66,0,0,0,3046,2512,66,0,0,0,0,0,5624,880,1
6,73,1821,1135,1625,22,5,6,5,3,4,1625,1135,22,6,5,5,4,3,2805,100,0
6,63,1685,5,6,3,2,4,16,2729,2720,2729,2720,16,6,5,4,3,2,5485,4440,0
10,66,3102,0,0,2171,2261,0,0,0,0,2261,2171,0,0,0,0,0,0,4432,730,1
11,51,3702,91,159,715,1144,547,108,7,0,1144,715,547,159,108,91,7,0,2771,660,0
12,50,3869,3,1,0,0,0,0,759,1466,1466,759,3,1,0,0,0,0,2229,540,1
8,64,2316,0,0,15,108,2177,0,0,0,2177,108,15,0,0,0,0,0,2300,280,1
0,55,1965,0,868,1739,2,2,3,1,2,1739,868,3,2,2,2,1,0,2617,1060,0
5,54,1588,8,2805,215,1,2,6,7,4,2805,215,8,7,6,4,2,1,3048,430,0
12,64,2964,0,0,0,332,2427,0,0,0,2427,332,0,0,0,0,0,0,2759,940,1
10,68,1781,247,2321,388,2,4,4,4,3,2321,388,247,4,4,4,3,2,2973,120,0
13,58,2367,0,9,8,0,0,566,2614,809,2614,809,566,9,8,0,0,0,4006,2080,1
17,70,3134,106,305,474,833,1762,1581,632,300,1762,1581,833,632,474,305,300,106,5993,420,0
2,76,1774,1636,40,3,1,5,4,4,3,1636,40,5,4,4,3,3,1,1696,140,0
16,78,2263,0,0,0,0,1029,2050,0,0,2050,1029,0,0,0,0,0,0,3079,2200,1
15,56,3831,0,0,0,0,2342,0,0,0,2342,0,0,0,0,0,0,0,2342,590,1
7,65,1787,55,2096,737,2,3,4,3,2,2096,737,55,4,3,3,2,2,2902,1750,0
2,72,1931,224,3804,132,0,1,2,3,2,3804,224,132,3,2,2,1,0,4168,830,0
16,46,3119,0,0,0,30,2328,2515,735,5,2515,2328,735,30,5,0,0,0,5613,2680,0
16,71,3250,0,0,0,0,1591,4295,0,0,4295,1591,0,0,0,0,0,0,5886,780,1
15,65,2942,0,0,0,0,753,4398,418,0,4398,753,418,0,0,0,0,0,5569,1150,1
11,59,3782,0,0,0,3766,0,0,0,0,3766,0,0,0,0,0,0,0,3766,1470,1
0,61,1759,3,3,2,0,0,0,2730,2569,2730,2569,3,3,2,0,0,0,5307,330,0
11,53,3930,160,257,639,1210,1826,2117,832,359,2117,1826,1210,832,639,359,257,160,7400,290,0
10,56,3337,0,682,3746,24,0,0,0,0,3746,682,24,0,0,0,0,0,4452,3540,1
11,56,3314,0,0,2446,0,0,0,0,0,2446,0,0,0,0,0,0,0,2446,4100,1
9,70,2017,771,2243,311,16,9,7,7,4,2243,771,311,16,9,7,7,4,3368,440,0
20,57,1430,2,1,262,2355,8,3,3,3,2355,262,8,3,3,3,2,1,2637,5340,1
19,64,2232,0,0,0,0,259,609,2,0,609,259,2,0,0,0,0,0,870,1530,1
22,60,1924,4,6,6,7,12,47,2925,2605,2925,2605,47,12,7,6,6,4,5612,190,0
20,62,2242,3,5,3,0,7,960,2946,0,2946,960,7,5,3,3,0,0,3924,4420,1
16,65,2517,0,0,0,887,2656,71,1,0,2656,887,71,1,0,0,0,0,3615,700,1
16,53,2692,4,7,7,12,12,101,1980,0,1980,101,12,12,7,7,4,0,2123,2340,0
18,65,2453,0,0,0,4458,4268,0,0,0,4458,4268,0,0,0,0,0,0,8726,290,1
23,61,1753,7,1633,2030,9,5,5,5,3,2030,1633,9,7,5,5,5,3,3697,110,0
8,67,1964,0,0,0,2873,2029,167,0,2,2873,2029,167,2,0,0,0,0,5071,880,1
9,58,1904,4,0,0,3406,0,15,3,3,3406,15,4,3,3,0,0,0,3431,5180,1
23,65,1750,4,1169,1216,6,4,3,2,4,1216,1169,6,4,4,4,3,2,2408,140,0
16,50,3121,0,0,0,72,2549,1014,0,0,2549,1014,72,0,0,0,0,0,3635,150,1
8,73,2117,0,0,0,412,2908,101,0,0,2908,412,101,0,0,0,0,0,3421,240,1
11,66,3116,0,2,4,3249,466,0,0,0,3249,466,4,2,0,0,0,0,3721,550,1
11,59,3325,604,1344,1664,2394,1616,870,442,120,2394,1664,1616,1344,870,604,442,120,9054,320,0
9,61,2247,0,0,0,0,0,2157,2356,0,2356,2157,0,0,0,0,0,0,4513,130,1
19,50,2845,4,2,3,1,0,3512,0,1,3512,4,3,2,1,1,0,0,3523,1210,1
10,68,2129,0,0,0,0,3920,3571,0,0,3920,3571,0,0,0,0,0,0,7491,430,1
18,56,2775,0,1,0,28,2547,326,0,0,2547,326,28,1,0,0,0,0,2902,1440,1
18,61,2404,1,5,4,3,2,156,2656,2036,2656,2036,156,5,4,3,2,1,4863,1320,1
16,56,3960,0,0,0,2287,1225,1,4,1,2287,1225,4,1,1,0,0,0,3518,22000,1
12,48,2890,1216,1463,1496,1408,1343,1216,1128,984,1496,1463,1408,1343,1216,1216,1128,984,10254,127810,0
16,60,3017,783,867,23,1,0,0,3,0,867,783,23,3,1,0,0,0,1677,5860,1
13,57,2494,13,18,9,14,133,1355,1433,572,1433,1355,572,133,18,14,13,9,3547,120,1
23,70,1945,0,0,2384,2626,142,5,4,3,2626,2384,142,5,4,3,0,0,5164,940,0
17,59,3296,0,0,1333,0,0,0,0,0,1333,0,0,0,0,0,0,0,1333,2600,1
14,65,2273,0,0,0,0,127,2351,0,0,2351,127,0,0,0,0,0,0,2478,3830,1
19,60,2368,31,1553,2574,162,0,3,4,3,2574,1553,162,31,4,3,3,0,4330,480,1
8,52,2469,0,0,15,2049,2674,143,0,0,2674,2049,143,15,0,0,0,0,4881,280,1
10,54,2487,121,129,138,162,136,547,1970,3282,3282,1970,547,162,138,136,129,121,6485,100,0
17,58,2830,0,0,0,43,2111,1072,1,0,2111,1072,43,1,0,0,0,0,3227,11160,1
10,65,2762,0,10,119,820,2101,422,13,0,2101,820,422,119,13,10,0,0,3485,2330,1
9,54,3094,4,5,6,8,1,5,420,1102,1102,420,8,6,5,5,4,1,1551,500,1
17,54,2942,0,0,12,17,102,1615,1266,0,1615,1266,102,17,12,0,0,0,3012,750,1
17,59,3158,0,0,0,207,2744,248,0,0,2744,248,207,0,0,0,0,0,3199,470,1
3,56,1536,0,2042,1454,0,1,2,2,3,2042,1454,3,2,2,1,0,0,3504,2630,0
9,57,2846,0,0,0,2053,350,0,0,0,2053,350,0,0,0,0,0,0,2403,140,1
9,57,3034,111,151,2243,4609,96,60,46,22,4609,2243,151,111,96,60,46,22,7338,450,0
0,61,1753,3,1,0,1,0,0,2790,2791,2791,2790,3,1,1,0,0,0,5586,110,0
12,52,3873,45,96,625,1526,1304,813,168,30,1526,1304,813,625,168,96,45,30,4607,680,0
9,80,2384,0,0,3,2222,0,0,1,3,2222,3,3,1,0,0,0,0,2229,110,1
0,65,1746,8,1527,870,0,2,1,1,2,1527,870,8,2,2,1,1,0,2411,230,0
7,59,1383,3,2,3,3,1,0,483,2940,2940,483,3,3,3,2,1,0,3435,120,0
15,58,3136,0,0,0,0,2036,1374,0,0,2036,1374,0,0,0,0,0,0,3410,18590,1
19,58,2924,0,0,179,1029,1667,264,1,0,1667,1029,264,179,1,0,0,0,3140,4820,1
18,51,2289,2,1,4,4,0,2240,291,22,2240,291,22,4,4,2,1,0,2564,200,0
13,52,4301,1031,1259,1404,1586,1863,1532,1459,1373,1863,1586,1532,1459,1404,1373,1259,1031,11507,1130,0
22,49,1328,7,3,11,8,10,19,905,1250,1250,905,19,11,10,8,7,3,2213,2710,0
14,60,3199,0,0,0,0,214,2464,16,0,2464,214,16,0,0,0,0,0,2694,290,1
17,59,3068,0,4,6,5,264,1386,2800,659,2800,1386,659,264,6,5,4,0,5124,110,1
18,80,2620,1,0,73,1933,3309,1443,64,0,3309,1933,1443,73,64,1,0,0,6823,1180,0
9,66,2594,0,27,91,117,1578,2035,171,0,2035,1578,171,117,91,27,0,0,4019,320,0
22,54,1765,2162,1499,0,1,5,7,2,7,2162,1499,7,7,5,2,1,0,3683,160,0
13,63,3219,0,0,0,29,2817,476,0,0,2817,476,29,0,0,0,0,0,3322,160,1
6,73,1828,1109,1607,22,4,4,2,3,4,1607,1109,22,4,4,4,3,2,2755,100,0
14,58,3157,95,321,741,1255,1462,1281,674,125,1462,1281,1255,741,674,321,125,95,5954,1840,0
11,55,3650,274,607,716,1049,491,390,126,32,1049,716,607,491,390,274,126,32,3685,3210,0
17,70,2502,4,9,4,2,137,912,4199,177,4199,912,177,137,9,4,4,2,5444,1060,1
9,58,2638,2,5,2,1973,617,1,5,3,1973,617,5,5,3,2,2,1,2608,470,1
19,70,2285,7,3,2,1,1042,1308,0,1,1308,1042,7,3,2,1,1,0,2364,1320,1
2,76,1774,1637,36,4,3,3,4,1,6,1637,36,6,4,4,3,3,1,1694,190,0
2,70,1787,6,2496,1678,26,4,3,4,4,2496,1678,26,6,4,4,4,3,4221,120,0
0,65,1932,2,2,1495,2662,31,1,4,1,2662,1495,31,4,2,2,1,1,4198,1870,1
15,52,2782,2,0,0,0,1585,3567,0,0,3567,1585,2,0,0,0,0,0,5154,8500,1
7,53,1976,0,0,2,2749,166,0,0,1,2749,166,2,1,0,0,0,0,2918,20410,1
6,50,1551,1,0,0,1562,1909,2015,1745,381,2015,1909,1745,1562,381,1,0,0,7613,51910,0
17,63,2680,3,0,0,0,0,2367,911,0,2367,911,3,0,0,0,0,0,3281,7900,1
9,64,2955,70,264,581,798,1252,568,199,24,1252,798,581,568,264,199,70,24,3756,270,0
5,76,1741,1595,29,1,3,6,6,3,2,1595,29,6,6,3,3,2,1,1645,330,0
4,68,1502,0,365,2641,17,2,4,2,2,2641,365,17,4,2,2,2,0,3033,110,0
21,50,2393,1,2,1,1,178,2373,0,1,2373,178,2,1,1,1,1,0,2557,1080,1
11,59,3135,17,184,2020,2557,2895,444,35,10,2895,2557,2020,444,184,35,17,10,8162,830,1
5,76,1741,1801,34,0,0,2,2,1,2,1801,34,2,2,2,1,0,0,1842,220,0
0,65,1748,0,936,996,0,2,2,2,1,996,936,2,2,2,1,0,0,1939,140,0
7,54,2013,4,1,2,0,0,389,2362,0,2362,389,4,2,1,0,0,0,2758,1390,1
8,51,3171,0,0,0,0,249,2181,3324,1352,3324,2181,1352,249,0,0,0,0,7106,3740,0
17,65,3521,2,0,0,0,0,0,2252,0,2252,2,0,0,0,0,0,0,2254,5080,1
3,70,1774,12,2545,1755,31,6,7,6,3,2545,1755,31,12,7,6,6,3,4365,180,0
21,70,1992,3,3,3,3,2,58,2692,941,2692,941,58,3,3,3,3,2,3705,7360,1
17,61,3401,3,0,0,0,1707,722,1,5,1707,722,5,3,1,0,0,0,2438,2100,1
8,70,1418,12,8,8,0,0,0,168,2260,2260,168,12,8,8,0,0,0,2456,1010,0
2,76,1774,1641,41,3,3,5,1,3,0,1641,41,5,3,3,3,1,0,1697,110,0
0,65,1747,0,969,1019,0,2,1,2,2,1019,969,2,2,2,1,0,0,1995,110,0
16,58,3068,0,2915,1134,8,0,0,0,0,2915,1134,8,0,0,0,0,0,4057,1480,1
18,53,2845,2,1,3,2,0,0,2523,42,2523,42,3,2,2,1,0,0,2573,180,1
17,51,3320,8,18,125,556,1501,830,1281,227,1501,1281,830,556,227,125,18,8,4546,600,0
20,54,1935,2,4,3,0,0,268,1955,0,1955,268,4,3,2,0,0,0,2232,130,0
1,52,1868,2,0,0,2,218,3377,1789,85,3377,1789,218,85,2,2,0,0,5473,3420,1
6,59,1407,2,2723,352,3,5,6,5,4,2723,352,6,5,5,4,3,2,3100,530,0
3,76,1758,1661,37,1,2,2,3,2,3,1661,37,3,3,2,2,2,1,1711,240,0
5,57,1805,0,2,2,1,0,344,1857,0,1857,344,2,2,1,0,0,0,2206,230,0
4,70,1756,2,3006,1340,1,1,5,6,5,3006,1340,6,5,5,2,1,1,4366,140,0
8,60,2642,403,472,1454,1539,1316,763,603,307,1539,1454,1316,763,603,472,403,307,6857,1630,0
1,56,1883,2099,1603,16,7,2,2,3,2,2099,1603,16,7,3,2,2,2,3734,130,0
16,52,3630,325,586,1563,1706,350,121,58,13,1706,1563,586,350,325,121,58,13,4722,130,0
11,68,2146,0,0,0,0,2421,1213,0,0,2421,1213,0,0,0,0,0,0,3634,300,1
15,64,3803,6,61,207,504,1153,1785,1777,798,1785,1777,1153,798,504,207,61,6,6291,450,0
18,52,3188,2,1,1298,2930,2217,157,66,5,2930,2217,1298,157,66,5,2,1,6676,18760,1
14,55,3957,247,491,647,881,971,1337,1271,907,1337,1271,971,907,881,647,491,247,6752,1060,0
11,47,3983,1,0,0,331,862,0,0,4,862,331,4,1,0,0,0,0,1198,1300,0
1,50,1185,2,5,4,4,3,1279,1517,1,1517,1279,5,4,4,3,2,1,2815,79950,0
9,62,2918,1070,1100,1943,1880,1668,1374,1208,758,1943,1880,1668,1374,1208,1100,1070,758,11001,170,0
9,71,1850,0,2853,1173,0,1,4,5,4,2853,1173,5,4,4,1,0,0,4040,130,0
9,53,2912,0,0,738,1674,0,0,0,0,1674,738,0,0,0,0,0,0,2412,60280,1
13,68,2389,0,2,10,6,137,2944,872,0,2944,872,137,10,6,2,0,0,3971,240,1
8,65,2559,0,0,143,1084,1598,59,43,9,1598,1084,143,59,43,9,0,0,2936,300,1
18,80,2417,0,0,0,1334,2053,0,0,0,2053,1334,0,0,0,0,0,0,3387,170,1
17,57,2646,373,1932,0,2,1,3,2,2,1932,373,3,2,2,2,1,0,2315,630,1
9,59,3244,184,785,1515,2679,1408,393,130,26,2679,1515,1408,785,393,184,130,26,7120,300,0
9,60,3136,0,0,14,26,1611,193,0,0,1611,193,26,14,0,0,0,0,1844,140,1
4,76,1748,1805,44,5,6,4,5,5,3,1805,44,6,5,5,5,4,3,1877,230,0
7,59,1385,3,3,3,4,2,0,846,3015,3015,846,4,3,3,3,2,0,3876,110,0
17,50,3262,0,0,28,2741,1446,21,0,0,2741,1446,28,21,0,0,0,0,4236,34580,1
22,64,1801,158,1211,949,7,3,3,1,2,1211,949,158,7,3,3,2,1,2334,100,0
15,66,2844,0,1355,1345,0,0,0,1,2,1355,1345,2,1,0,0,0,0,2703,3300,1
16,63,2926,168,769,1540,2640,1446,679,246,42,2640,1540,1446,769,679,246,168,42,7530,690,0
0,70,1806,5,4,6,8,0,37,2602,0,2602,37,8,6,5,4,0,0,2662,110,0
15,53,3135,15,57,277,781,1849,982,1671,470,1849,1671,982,781,470,277,57,15,6102,2230,0
17,63,2837,1,0,0,2127,1,1,4,3,2127,4,3,1,1,1,0,0,2137,9690,1
13,66,3227,0,0,1902,304,0,0,0,0,1902,304,0,0,0,0,0,0,2206,116810,1
0,64,1978,5,6,5,16,260,248,1098,2204,2204,1098,260,248,16,6,5,5,3842,540,1
5,66,1756,4,2,1,411,2762,0,2,2,2762,411,4,2,2,2,1,0,3184,2030,1
5,57,1390,4,4,2,6,5,3,4,2403,2403,6,5,4,4,4,3,2,2431,290,0
22,63,1861,2,260,3020,18,4,4,4,4,3020,260,18,4,4,4,4,2,3316,110,0
17,54,2971,602,0,6,0,16,6,8,3,602,16,8,6,6,3,0,0,641,2560,1
17,60,2861,0,0,0,0,0,25,4213,589,4213,589,25,0,0,0,0,0,4827,1380,1
5,69,1398,0,28,3656,898,0,1,2,2,3656,898,28,2,2,1,0,0,4587,260,0
20,54,1935,3,3,2,2,0,234,1940,0,1940,234,3,3,2,2,0,0,2184,150,0
23,55,2028,0,2503,1272,2,2,2,4,3,2503,1272,4,3,2,2,2,0,3788,140,0
